date,equity
2022-01-04,1.0
2022-01-05,0.9749778186371156
2022-01-06,0.9737783153848292
2022-01-07,0.9619186581406898
2022-01-10,0.9642201166417252
2022-01-11,0.9501141010917519
2022-01-12,0.9667182648237886
2022-01-13,0.9484419985484753
2022-01-14,0.9521463459548987
2022-01-17,0.9638558819466958
2022-01-18,0.9671094300328973
2022-01-19,0.9540586505161875
2022-01-20,0.9456559899258332
2022-01-21,0.9339960019429405
2022-01-24,0.9410571075483886
2022-01-25,0.9191731300376409
2022-01-26,0.9249225552109074
2022-01-27,0.9056275527020625
2022-01-28,0.901747494007279
2022-02-07,0.9076800400014081
2022-02-08,0.8953253788612903
2022-02-09,0.9047634514605981
2022-02-10,0.8961733029871884
2022-02-11,0.8813933218483607
2022-02-14,0.8773104002562754
2022-02-15,0.8963233793788646
2022-02-16,0.8983487001103028
2022-02-17,0.9036679954622429
2022-02-18,0.9041455514638446
2022-02-21,0.9021423985245169
2022-02-22,0.8920119795868597
2022-02-23,0.910278811651165
2022-02-24,0.895529375719305
2022-02-25,0.9072341636257466
2022-02-28,0.9119437920460581
2022-03-01,0.915755584560454
2022-03-02,0.9075691783552704
2022-03-03,0.8967532193976793
2022-03-04,0.8876093054364067
2022-03-07,0.8635110245140932
2022-03-08,0.8428729771170902
2022-03-09,0.8361028762608776
2022-03-10,0.8544561938498679
2022-03-11,0.855444267421733
2022-03-14,0.8323428371286316
2022-03-15,0.8019834249186772
2022-03-16,0.8306470331292096
2022-03-17,0.8474744407092829
2022-03-18,0.848503921092756
2022-03-21,0.8533807347493756
2022-03-22,0.8480225869143876
2022-03-23,0.8555135575611723
2022-03-24,0.8490984247119827
2022-03-25,0.8342772783394355
2022-03-28,0.8260552856752886
2022-03-29,0.8226387402334716
2022-03-30,0.8446760080976893
2022-03-31,0.8335730897986633
2022-04-01,0.8379543447323233
2022-04-06,0.8281965828480617
2022-04-07,0.8159542057277014
2022-04-08,0.815593585032153
2022-04-11,0.7906237978067274
2022-04-12,0.8011189912903957
2022-04-13,0.7898708575924641
2022-04-14,0.8001000416682901
2022-04-15,0.7952752249127926
2022-04-18,0.8008591412554578
2022-04-19,0.7974019989382711
2022-04-20,0.7839820340407314
2022-04-21,0.7639148880343672
2022-04-22,0.7609084715609088
2022-04-25,0.7217371958284635
2022-04-26,0.7135347539661301
2022-04-27,0.7439405896918465
2022-04-28,0.7476021546615312
2022-04-29,0.7703556431441693
2022-05-05,0.7766073169960442
2022-05-06,0.7614619072880031
2022-05-09,0.7620331942525613
2022-05-10,0.7763474629881325
2022-05-11,0.787077189332299
2022-05-12,0.7880127503140222
2022-05-13,0.7923195237553864
2022-05-16,0.7895855719895933
2022-05-17,0.7989973390651091
2022-05-18,0.7969174695117854
2022-05-19,0.8031912876628424
2022-05-20,0.8128288636256928
2022-05-23,0.8125495840711301
2022-05-24,0.7882281787252668
2022-05-25,0.7954364913874012
2022-05-26,0.8004979185103462
2022-05-27,0.8002323744571247
2022-05-30,0.8078617314100037
2022-05-31,0.820261606982518
2022-06-01,0.8207368242981077
2022-06-02,0.829744935386335
2022-06-06,0.8465601813675993
2022-06-07,0.8445083116698306
2022-06-08,0.8471852267111765
2022-06-09,0.8329675941061921
2022-06-10,0.8490441045433406
2022-06-13,0.8468468231580354
2022-06-14,0.8451357634356731
2022-06-15,0.8449858568927449
2022-06-16,0.8489985580734561
2022-06-17,0.862571368336486
2022-06-20,0.8712277548204168
2022-06-21,0.8653806885208091
2022-06-22,0.8552753815329542
2022-06-23,0.8751734085796574
2022-06-24,0.8886237757743098
2022-06-27,0.8988981337948623
2022-06-28,0.9078689402113423
2022-06-29,0.8892632756843996
2022-06-30,0.9045808811178064
2022-07-01,0.9009651558828394
2022-07-04,0.9124584156993998
2022-07-05,0.9097718769805873
2022-07-06,0.90122874135805
2022-07-07,0.9089189011557682
2022-07-08,0.9028631076557652
2022-07-11,0.8897760463991544
2022-07-12,0.8782647889255688
2022-07-13,0.8810148106981163
2022-07-14,0.8924336526988483
2022-07-15,0.8885181701693996
2022-07-18,0.8938432519584367
2022-07-19,0.890749609810701
2022-07-20,0.9009550981034581
2022-07-21,0.8940874720765672
2022-07-22,0.8901840456969478
2022-07-25,0.8830417589766031
2022-07-26,0.8902373697033164
2022-07-27,0.8924737155258873
2022-07-28,0.8934900479704214
2022-07-29,0.8851822502463518
2022-08-01,0.8939592518985469
2022-08-02,0.8818321335802816
2022-08-03,0.8757826568926788
2022-08-04,0.8764305328756347
2022-08-05,0.883732844558513
2022-08-08,0.8925889817455155
2022-08-09,0.8996444896526095
2022-08-10,0.8965634628964387
2022-08-11,0.9043948234448114
2022-08-12,0.8941511429227056
2022-08-15,0.9031911197282028
2022-08-16,0.9070895087869797
2022-08-17,0.9060081251249911
2022-08-18,0.9098850050571814
2022-08-19,0.8941030717354094
2022-08-22,0.9029171121151001
2022-08-23,0.9036943345685604
2022-08-24,0.8763148680237484
2022-08-25,0.8716305730851919
2022-08-26,0.8663017189855721
2022-08-29,0.873034868374225
2022-08-30,0.8663623592413902
2022-08-31,0.8438531314245572
2022-09-01,0.840592485815111
2022-09-02,0.843196401937276
2022-09-05,0.8465378903462741
2022-09-06,0.8636395183868785
2022-09-07,0.8730711698532718
2022-09-08,0.8693859815062152
2022-09-09,0.866825663307555
2022-09-13,0.8670410090304798
2022-09-14,0.8628719901413301
2022-09-15,0.8357809645146845
2022-09-16,0.8274196691665215
2022-09-19,0.8212452994344591
2022-09-20,0.8301955134560529
2022-09-21,0.82257006617394
2022-09-22,0.8256631610345042
2022-09-23,0.8146245515053901
2022-09-26,0.8184402601803753
2022-09-27,0.8305353248158018
2022-09-28,0.8094118950859838
2022-09-29,0.8125663521953566
2022-09-30,0.7950659306767932
2022-10-10,0.7754106702788065
2022-10-11,0.778364129234286
2022-10-12,0.7965657810788404
2022-10-13,0.7998829418886734
2022-10-14,0.8148921835174551
2022-10-17,0.8169331238903235
2022-10-18,0.8217663849369217
2022-10-19,0.8130967761979502
2022-10-20,0.8061171840845368
2022-10-21,0.8075076097845004
2022-10-24,0.803750653354142
2022-10-25,0.8053653707585515
2022-10-26,0.815386536169055
2022-10-27,0.8026326251514911
2022-10-28,0.7850161814684697
2022-10-31,0.7843064109369017
2022-11-01,0.8007408014348328
2022-11-02,0.8070961718382754
2022-11-03,0.8109690441198448
2022-11-04,0.8272767221678116
2022-11-07,0.8231741917678043
2022-11-08,0.8189424403696203
2022-11-09,0.8148072358137923
2022-11-10,0.805658695719714
2022-11-11,0.8136234430053325
2022-11-14,0.8069196323755844
2022-11-15,0.8219272725227448
2022-11-16,0.8151611632701142
2022-11-17,0.8130005504412642
2022-11-18,0.8098560726148553
2022-11-21,0.8124549176262017
2022-11-22,0.8029586797940605
2022-11-23,0.8027363917025659
2022-11-24,0.8031358317123348
2022-11-25,0.7959198889402133
2022-11-28,0.7936714693575518
2022-11-29,0.8009220738152176
2022-11-30,0.8013887032603932
2022-12-01,0.8088497699947259
2022-12-02,0.8082004250822366
2022-12-05,0.8080995645577659
2022-12-06,0.8105438402117375
2022-12-07,0.8097956903636319
2022-12-08,0.8078437746342491
2022-12-09,0.8106767873474732
2022-12-12,0.8049506599315751
2022-12-13,0.7979094006199979
2022-12-14,0.7975837369594777
2022-12-15,0.8001138503607136
2022-12-16,0.7937292360549777
2022-12-19,0.7844092510833943
2022-12-20,0.777707931104154
2022-12-21,0.7743339209802539
2022-12-22,0.7697641289709661
2022-12-23,0.7661605050540654
2022-12-26,0.7796997270978446
2022-12-27,0.7887601924580745
2022-12-28,0.7847108663753348
2022-12-29,0.786316218178465
2022-12-30,0.7883022195596099
2022-12-31,0.7882321349089756
2023-01-03,0.7972197771492663
2023-01-04,0.7954658415923678
2023-01-05,0.8077580225005703
2023-01-06,0.8109318890497879
2023-01-09,0.8131362070832931
2023-01-10,0.8150101003490191
2023-01-11,0.8095989880811951
2023-01-12,0.8107398466712052
2023-01-13,0.813375964310641
2023-01-16,0.8213640341277768
2023-01-17,0.8228622115286847
2023-01-18,0.8214190749050854
2023-01-19,0.8268624945905576
2023-01-20,0.8303611943277883
2023-01-30,0.8351331691754952
2023-01-31,0.8317884735606436
2023-02-01,0.8387937319516692
2023-02-02,0.8391091318697599
2023-02-03,0.8355382354079515
2023-02-06,0.8295207671826981
2023-02-07,0.8282856693361794
2023-02-08,0.8243490353922593
2023-02-09,0.8355860594160122
2023-02-10,0.8322018253113675
2023-02-13,0.8411739213926585
2023-02-14,0.8399348648537424
2023-02-15,0.8369084905518842
2023-02-16,0.8249279626266505
2023-02-17,0.816403898562855
2023-02-20,0.8275293709207536
2023-02-21,0.8284192431390847
2023-02-22,0.8260400164633469
2023-02-23,0.8261789559162157
2023-02-24,0.820973162575456
2023-02-27,0.8184590097996116
2023-02-28,0.8222591520658236
2023-03-01,0.8251521107059709
2023-03-02,0.820270596638674
2023-03-03,0.820423275973213
2023-03-06,0.82563083808015
2023-03-07,0.8114490316815551
2023-03-08,0.8113351248302972
2023-03-09,0.8100348774084272
2023-03-10,0.8000248348940868
2023-03-13,0.8022439485357399
2023-03-14,0.7960322212350499
2023-03-15,0.7958608528422773
2023-03-16,0.7845026652690491
2023-03-17,0.781187070593808
2023-03-20,0.7781959970902372
2023-03-21,0.7893774147710443
2023-03-22,0.7885946224687025
2023-03-23,0.7905656791901542
2023-03-24,0.7885552886232193
2023-03-27,0.7880560658232911
2023-03-28,0.7843454597483592
2023-03-29,0.7857728423162391
2023-03-30,0.7900895061884963
2023-03-31,0.7954765176667895
2023-04-03,0.8012723487777933
2023-04-04,0.7984004267246149
2023-04-06,0.8005647565589094
2023-04-07,0.8061996629447682
2023-04-10,0.8010253491887863
2023-04-11,0.7996596597712967
2023-04-12,0.7989302974507602
2023-04-13,0.7950309256153885
2023-04-14,0.8007235522838533
2023-04-17,0.8042656812617909
2023-04-18,0.802826374418646
2023-04-19,0.7984281525460155
2023-04-20,0.7967573382395585
2023-04-21,0.7821289871916598
2023-04-24,0.7741394197333372
